MeterType,MeterNo,the_geom,POINT_X,POINT_Y,Status
Strada,4072251,POINT (-73.91754361043682 40.76475062566377),1007091.36638,217906.770929,Active
Strada,4072248,POINT (-73.918250407593 40.765241036160184),1006895.40877,218085.260073,Active
Strada,4072252,POINT (-73.9169626363786 40.7647555979126),1007252.3011,217908.734508,Active
Strada,4072272,POINT (-73.91647354651747 40.7648636308792),1007387.74702,217948.223274,Active
Strada,4072244,POINT (-73.91678898023994 40.76447357330164),1007300.50343,217806.029333,Active
Strada,4072273,POINT (-73.91699366027039 40.76489674191937),1007243.6584,217960.149759,Active
Strada,4072250,POINT (-73.91755273457652 40.764889539503145),1007088.79125,217957.379424,Active
Strada,4072249,POINT (-73.91768942925792 40.7650979680356),1007050.85399,218033.281175,Active
Strada,4072276,POINT (-73.91788424268455 40.765314648635886),1006996.81473,218112.17439,Active
Strada,4072275,POINT (-73.9172911125421 40.765215242722086),1007161.15134,218076.112126,Active
Strada,4072277,POINT (-73.91796339130765 40.765595242737966),1006974.79411,218214.383503,Active
Strada,4072164,POINT (-73.92470104510024 40.75593377334176),1005111.43661,214692.71863,Active
Strada,4072170,POINT (-73.9239639733251 40.754275994996505),1005316.1652,214088.912751,Active
Strada,4072169,POINT (-73.92361350102571 40.754706291309056),1005413.12859,214245.768081,Active
Strada,4072168,POINT (-73.92326241952567 40.7551403061145),1005510.25832,214403.978722,Active
Strada,4072175,POINT (-73.92322099013391 40.756390870918565),1005521.33704,214859.610029,Active
Strada,4072174,POINT (-73.92431957449178 40.758236908960306),1005216.39736,215531.916755,Active
Strada,4072167,POINT (-73.9233996516304 40.75481773456533),1005472.34075,214286.422199,Active
Strada,4072166,POINT (-73.92311197564555 40.75517106612455),1005551.92917,214415.222138,Active
Strada,4072178,POINT (-73.92272641115602 40.75565232018576),1005658.59562,214590.652561,Active
Strada,4072177,POINT (-73.92179701366761 40.75679482350586),1005915.71289,215007.132043,Active
Strada,4072176,POINT (-73.92276695618402 40.755757355331845),1005647.32891,214628.910359,Active
Strada,4072172,POINT (-73.92327875680024 40.755744780483774),1005505.53917,214624.204332,Active
Strada,4072163,POINT (-73.92331747287511 40.75563403327124),1005494.84825,214583.846145,Active
Strada,4072189,POINT (-73.92346701437656 40.75796542330294),1005452.67576,215433.210916,Active
Strada,4072171,POINT (-73.92269795013677 40.7554715453037),1005666.53885,214524.797378,Active
Strada,4072173,POINT (-73.92439436109821 40.75613987827869),1005196.33802,214767.882522,Active
Strada,1228483,POINT (-73.95091929366721 40.82607729835852),997833.401299,240243.262017,Active
Strada,1228482,POINT (-73.95022388115076 40.82702789102987),998025.664366,240589.706206,Active
Strada,1228481,POINT (-73.94994605016291 40.82741151415239),998102.474908,240729.517934,Active
Strada,1228442,POINT (-73.94954951292632 40.82737921618607),998212.223704,240717.813562,Active
Strada,1228441,POINT (-73.94988245851944 40.826920430221215),998120.176316,240550.608187,Active
Strada,1228440,POINT (-73.94949391763815 40.82611848749265),998227.874591,240258.492958,Active
Strada,1228439,POINT (-73.94896661985867 40.825898244480754),998373.854286,240178.334982,Inactive
Strada,1228438,POINT (-73.94820733872706 40.82558034530541),998584.059246,240062.636066,Active
Strada,1228437,POINT (-73.94845455819852 40.8254964416383),998515.657152,240032.026547,Active
Strada,1228436,POINT (-73.94901779212499 40.825733082015226),998359.727018,240118.152031,Active
Strada,1228435,POINT (-73.94955285605359 40.82595778294861),998211.596737,240199.933036,Active
Strada,1228434,POINT (-73.95056231523432 40.825989569982674),997932.215406,240211.354929,Active
Strada,1218185,POINT (-73.96191478836661 40.81101954518169),994792.712827,234755.666037,Active
Strada,1218184,POINT (-73.96165986951824 40.81136888889169),994863.223512,234882.975166,Active
Strada,1218189,POINT (-73.9638774008012 40.808327677438854),994249.828742,233774.692933,Active
Strada,1218188,POINT (-73.963573383377 40.808743255265355),994333.926999,233926.137512,Active
Strada,1218187,POINT (-73.96312964913447 40.80935270989011),994456.671832,234148.234837,Active
Strada,1218186,POINT (-73.96279407278428 40.8098135147088),994549.496778,234316.161667,Active
Strada,1433901,POINT (-73.97174964005161 40.76378207682494),992075.788798,217544.408137,Active
Strada,1433900,POINT (-73.9724254286463 40.764066012835734),991888.552296,217647.795725,Active
Strada,4072236,POINT (-73.91590112608479 40.760694668299465),1007547.77196,216429.485498,Active
Strada,4072235,POINT (-73.91680771914172 40.76112370305704),1007296.47161,216585.557036,Active
Strada,4072234,POINT (-73.91745631181941 40.761427931512614),1007116.68982,216696.227418,Active
Strada,4072233,POINT (-73.91830863448419 40.76183100707718),1006880.43799,216842.859671,Active
Strada,4072241,POINT (-73.91814909422962 40.76188296732913),1006924.61671,216861.831746,Active
Strada,4072240,POINT (-73.91748375239754 40.76157120438456),1007109.03892,216748.419243,Active
Strada,4072239,POINT (-73.91666677357574 40.761184654522495),1007335.49614,216607.800758,Active
Strada,4072237,POINT (-73.91594732042634 40.76084411649925),1007534.92258,216483.922069,Active
Strada,4072238,POINT (-73.9160371519507 40.76118034230123),1007509.91935,216606.396233,Active
Strada,4072247,POINT (-73.917685726939 40.761862723420975),1007052.98719,216854.576511,Active
Strada,4072246,POINT (-73.91606145347015 40.763858024367146),1007502.25237,217581.956946,Active
Strada,4072245,POINT (-73.91599433908685 40.76409428585319),1007520.76152,217668.052575,Active
Strada,4072243,POINT (-73.91668106492926 40.7644534779945),1007330.40429,217798.736368,Active
Strada,4072242,POINT (-73.91843181286502 40.76230674368201),1006846.15329,217016.154272,Active
Strada,4072254,POINT (-73.91554808803143 40.764090495360236),1007644.38069,217666.790438,Active
Strada,4072253,POINT (-73.91608453946382 40.76434258826513),1007495.68808,217758.493339,Active
Strada,4072269,POINT (-73.91569962583556 40.76445210757568),1007602.27579,217798.497196,Active
Strada,4072268,POINT (-73.91561154781107 40.76441047760783),1007626.68913,217783.353525,Active
Strada,4072267,POINT (-73.9154912504395 40.76419064741872),1007660.09031,217703.294302,Active
Strada,4072270,POINT (-73.91620029596747 40.76452372795284),1007463.55888,217824.457774,Active
Strada,4072271,POINT (-73.9164022734847 40.76479572077291),1007407.51404,217923.500226,Active
Strada,4072278,POINT (-73.91407163798105 40.76559046979586),1008052.84215,218213.678124,Active
Strada,4072280,POINT (-73.91341466409233 40.76540857312693),1008234.8946,218147.586392,Active
Strada,4072281,POINT (-73.91417408457981 40.76576887303255),1008024.39995,218278.648466,Active
Strada,1109655,POINT (-73.9441824967215 40.814930088483806),999700.440872,236183.047369,Active
Strada,1109654,POINT (-73.94360173360991 40.8157214373939),999861.012073,236471.467067,Active
Strada,1109653,POINT (-73.94220148789582 40.817638016313346),1000248.1386,237169.998151,Active
Strada,1109652,POINT (-73.94039292447238 40.8201173018822),1000748.11889,238073.626593,Active
Strada,1109651,POINT (-73.93995832069011 40.82070993711515),1000868.26104,238289.627145,Active
Strada,1109650,POINT (-73.93959983585219 40.82120244835193),1000967.35829,238469.134988,Active
Strada,1109649,POINT (-73.9389925676122 40.822033539718724),1001135.22508,238772.048096,Active
Strada,1109648,POINT (-73.93919899386367 40.82118700039182),1001078.3059,238463.58349,Active
Strada,1109647,POINT (-73.93954814976712 40.820705633653006),1000981.7887,238288.137319,Active
Strada,1109646,POINT (-73.94191333880366 40.81747028004929),1000327.93634,237108.938561,Active
Strada,1109645,POINT (-73.94227994678243 40.816968658678185),1000226.58254,236926.112812,Inactive
Strada,1109644,POINT (-73.9432269919823 40.81567202240569),999964.752023,236453.530423,Active
Strada,1109643,POINT (-73.94382284433377 40.81485630987077),999800.010883,236156.230821,Active
Strada,1259667,POINT (-73.93844471496126 40.81763555414554),1001287.98199,237169.809503,Active
Strada,1259666,POINT (-73.93828361674495 40.8174060907721),1001332.63151,237086.239132,Active
Strada,1369640,POINT (-73.93960998948724 40.836350630824825),1000960.74314,243988.17021,Active
Strada,1369642,POINT (-73.93991458276088 40.83641160657163),1000876.44279,244010.327974,Active
Strada,1369641,POINT (-73.94020160975157 40.836777671465995),1000796.92752,244143.644636,Active
Strada,1369639,POINT (-73.94078171377178 40.83441325612954),1000636.98821,243282.091569,Active
Strada,1369638,POINT (-73.94118603450201 40.833856517184785),1000525.24008,243079.175637,Active
Strada,1369637,POINT (-73.94169311758617 40.83316176946361),1000385.08648,242825.959608,Active
Strada,1369636,POINT (-73.9411358826617 40.831240603493306),1000539.75875,242126.11127,Active
Strada,1369635,POINT (-73.94395200376488 40.83006380714897),999760.714045,241696.849989,Active
Strada,1369632,POINT (-73.94658150331216 40.82680471514065),999033.750932,240508.988848,Active
Strada,1369631,POINT (-73.94674627958126 40.826251688139095),998988.271036,240307.473175,Active
Strada,1369633,POINT (-73.94748018005754 40.825575920966926),998785.307532,240061.143943,Active
Strada,1369630,POINT (-73.94686868808077 40.82501787115409),998954.666445,239857.928142,Active
Strada,1369629,POINT (-73.94506178701681 40.82425549413833),999454.920038,239580.474957,Active
Strada,1369634,POINT (-73.94704686814886 40.824905978275865),998905.37783,239817.131636,Active
Strada,1374997,POINT (-73.93088040918248 40.85338468064757),1003371.44009,250196.100051,Active
Strada,1374996,POINT (-73.93039323515502 40.85405155639434),1003506.0202,250439.175024,Active
Strada,1374995,POINT (-73.93007654800887 40.8544855808869),1003593.50231,250597.37648,Active
Strada,1374994,POINT (-73.92944755640512 40.85534147682455),1003767.25426,250909.351577,Active
Strada,1374993,POINT (-73.92902717791202 40.85591880477052),1003883.37509,251119.788164,Active
Strada,1374992,POINT (-73.9285092101573 40.85630097753004),1004026.54803,251259.144841,Active
Strada,1374991,POINT (-73.9288389752441 40.85584244696345),1003935.46062,251092.010333,Active
Strada,1374990,POINT (-73.92925902169928 40.855269512987505),1003819.43067,250883.174464,Active
Strada,1374989,POINT (-73.9297972328889 40.85453175413966),1003670.75806,250614.26096,Active
Strada,1374988,POINT (-73.93021572649683 40.85396042569235),1003555.15265,250406.011705,Active
Strada,1374987,POINT (-73.9305768328626 40.853464504326),1003455.39924,250225.249271,Active
Strada,1374986,POINT (-73.93117150739793 40.85265051829209),1003291.12004,249928.553342,Active
Strada,1238231,POINT (-73.91690054101564 40.86933117218027),1007233.35789,256009.38206,Active
Strada,1238230,POINT (-73.91562919778482 40.870162087104205),1007584.68987,256312.452976,Active
Strada,1238229,POINT (-73.91501084752602 40.87063991988967),1007755.53992,256486.711486,Active
Strada,1238228,POINT (-73.9168867701828 40.869141266237406),1007237.23223,255940.195518,Retired
Strada,1238227,POINT (-73.91877599609869 40.86829683974316),1006715.00066,255632.047841,Active
Strada,1238232,POINT (-73.92066099772656 40.86795819492662),1006193.75728,255508.188508,Active
Strada,1238233,POINT (-73.92140779039043 40.86813365121489),1005987.15041,255571.927882,Inactive
Strada,1238234,POINT (-73.92156579868437 40.86811610913764),1005943.45398,255565.497449,Active
Strada,1238236,POINT (-73.92270062908267 40.867254775368934),1005629.85782,255251.400964,Active
Strada,1238235,POINT (-73.92221956806227 40.8674264806751),1005762.85657,255314.077676,Active
Strada,1238226,POINT (-73.92082782318876 40.86724993694242),1006147.84957,255250.10077,Active
Strada,1238225,POINT (-73.92016634320753 40.86621591026647),1006331.14841,254873.530657,Active
Strada,1238224,POINT (-73.91962233746136 40.86536598734747),1006481.89877,254564.00831,Active
Strada,1238223,POINT (-73.91921819537747 40.864925384583785),1006593.82964,254403.58245,Active
Strada,1238221,POINT (-73.91959356270684 40.86372842398729),1006490.40531,253967.387784,Active
Strada,1238220,POINT (-73.91936797812814 40.86405450413539),1006552.69259,254086.248767,Active
Strada,1238219,POINT (-73.91931921507327 40.86460087464534),1006565.99702,254285.32514,Active
Strada,1238218,POINT (-73.91973898936497 40.86524786127441),1006449.67311,254520.940811,Active
Strada,1238216,POINT (-73.92043339407358 40.866329717582644),1006257.24731,254914.927884,Active
Strada,1238217,POINT (-73.92089076817739 40.86659413480541),1006130.6557,255011.150788,Active
Strada,1238215,POINT (-73.92089230697634 40.867046559730845),1006130.08123,255175.986417,Active
Strada,1238214,POINT (-73.92174028972664 40.86741176859725),1005895.42225,255308.835561,Active
Strada,1038129,POINT (-73.97077539927128 40.793659916336836),992342.036954,228430.001851,Active
Strada,1038128,POINT (-73.97119955394709 40.7930813617022),992224.661532,228219.175501,Active
Strada,1038125,POINT (-73.97164192551995 40.79247238653766),992102.24347,227997.264856,Active
Strada,1038124,POINT (-73.97210444268062 40.791842241932265),991974.247335,227767.640315,Active
Strada,1038121,POINT (-73.97255966122545 40.79121675916631),991848.26924,227539.715574,Active
Strada,1038120,POINT (-73.97309266524874 40.79048994319381),991700.761005,227274.86571,Active
Strada,1038117,POINT (-73.97349416519187 40.789943715126626),991589.644101,227075.822145,Active
Strada,1038132,POINT (-73.97091219037448 40.79419394118168),992304.096085,228624.552971,Active
Strada,1038131,POINT (-73.96984416798303 40.79374306817284),992599.876333,228460.384336,Inactive
Strada,1038130,POINT (-73.97055379306623 40.79363355812766),992403.401004,228420.419193,Active
Strada,1038127,POINT (-73.97096076635745 40.793071640321344),992290.781479,228215.655495,Active
Strada,1038126,POINT (-73.97132841503091 40.79256591687966),992189.042181,228031.369446,Active
Strada,1038123,POINT (-73.97190748744248 40.79177517615607),992028.791845,227743.223369,Active
Strada,1038122,POINT (-73.97231827254768 40.79121213680676),991915.110642,227538.05252,Active
Strada,1038119,POINT (-73.97280016493812 40.790554181081234),991781.748376,227298.294797,Active
Strada,1038118,POINT (-73.97324013592115 40.78994991670615),991659.985824,227078.10298,Active
Strada,1038114,POINT (-73.97418558591853 40.78865620196339),991398.32329,226606.67971,Active
Strada,1038113,POINT (-73.97461205096737 40.78807465689458),991280.291374,226394.768389,Active
Strada,1264920,POINT (-73.94555625960581 40.782297560201805),999327.568914,224293.641686,Active
Strada,1264919,POINT (-73.9459896943687 40.78170942036323),999207.666267,224079.288112,Active
Strada,1264918,POINT (-73.94647213505007 40.78104672744696),999074.206232,223837.764645,Active
Strada,1264917,POINT (-73.94690040828635 40.78046648088455),998955.72681,223626.289018,Active
Strada,1264915,POINT (-73.94731150670647 40.77990369187124),998841.998035,223421.177223,Active
Strada,1264914,POINT (-73.9478378442225 40.77917957276202),998696.386778,223157.268958,Active
Strada,1264911,POINT (-73.94827832306486 40.778581580249444),998574.524161,222939.327793,Active
Strada,1264910,POINT (-73.94876368616387 40.777916780585116),998440.242605,222697.039892,Active
Strada,1264907,POINT (-73.94934975552077 40.77710121957047),998278.098572,222399.809187,Active
